DT_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASILEIRO,PAIS,UF_COMPLEXO,MUNICIPIO_COMPLEXO,RAZAO_SOCIAL_DISTRIBUIDORA,PUBLICO
2023-01-13,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SC,FLORIANÓPOLIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,148
2023-05-21,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,INDAIATUBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,80
2023-01-01,TERRIFIER 2,TERRIFIER 2, Estados Unidos,RR,BOA VISTA,WMIX DISTRIBUIDORA LTDA.,26
2023-02-10,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,ES,VILA VELHA,WARNER BROS. (SOUTH) INC.,86
2023-01-14,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PE,RECIFE,WARNER BROS. (SOUTH) INC.,184
2023-05-02,JAIR RODRIGUES - DEIXA QUE DIGAM,, Brasil,SP,SÃO JOSÉ DO RIO PRETO,ELO AUDIOVISUAL SERVIÇOS LTDA,3
2023-06-28,ELEMENTAL,ELEMENTOS, Estados Unidos,SP,INDAIATUBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,67
2023-02-02,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,11
2023-04-28,LEFT BEHIND: RISE OF THE ANTICHRIST,DEIXADOS PARA TRÁS: O INÍCIO DO FIM, Canadá,PR,CURITIBA,WMIX DISTRIBUIDORA LTDA.,72
2023-02-04,THE AMAZING MAURICE,O GRANDE MAURICINHO," Alemanha, Estados Unidos, Reino Unido",CE,FORTALEZA,WMIX DISTRIBUIDORA LTDA.,49
2023-05-23,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,82
2023-01-10,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,60
2023-04-21,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,206
2023-03-21,SCREAM VI,PÂNICO VI, Estados Unidos,PR,PATO BRANCO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,28
2023-02-20,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RS,BENTO GONÇALVES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,8
2023-05-24,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PR,LONDRINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,34
2023-02-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,ARAÇATUBA,WARNER BROS. (SOUTH) INC.,41
2023-06-18,THE FLASH,THE FLASH, Estados Unidos,RJ,PETRÓPOLIS,WARNER BROS. (SOUTH) INC.,29
2023-04-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PB,PATOS,WARNER BROS. (SOUTH) INC.,2
2023-06-26,THE FLASH,THE FLASH, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,87
2023-01-16,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,BEBEDOURO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,10
2023-06-09,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MS,DOURADOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,219
2023-06-29,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,9
2023-01-07,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO CAETANO DO SUL,WARNER BROS. (SOUTH) INC.,245
2023-01-06,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,GUARULHOS,WARNER BROS. (SOUTH) INC.,40
2023-06-26,THE FLASH,THE FLASH, Estados Unidos,RO,ROLIM DE MOURA,WARNER BROS. (SOUTH) INC.,20
2023-01-03,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,CE,JUAZEIRO DO NORTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,125
2023-05-14,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,ES,SERRA,WARNER BROS. (SOUTH) INC.,44
2023-02-10,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,116
2023-01-23,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,123
2023-02-24,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,BA,SALVADOR,WARNER BROS. (SOUTH) INC.,6
2023-02-06,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO JOSÉ DO RIO PRETO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,12
2023-01-23,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SANTO ANDRÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,92
2023-02-18,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,CABO FRIO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,70
2023-01-17,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,PORTO ALEGRE,WARNER BROS. (SOUTH) INC.,108
2023-01-25,NAS ONDAS DA FÉ,, Brasil,PB,JOÃO PESSOA,WMIX DISTRIBUIDORA LTDA.,5
2023-02-16,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,CAMPINAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,148
2023-04-11,NOITES ALIENÍGENAS,, Brasil,BA,SALVADOR,VITRINE FILMES LTDA,2
2023-06-26,THE FLASH,THE FLASH, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,108
2023-06-28,ELEMENTAL,ELEMENTOS, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,255
2023-05-09,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,PRESIDENTE PRUDENTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,48
2023-06-16,THE FLASH,THE FLASH, Estados Unidos,PR,TELÊMACO BORBA,WARNER BROS. (SOUTH) INC.,32
2023-02-08,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,BA,PORTO SEGURO,WARNER BROS. (SOUTH) INC.,14
2023-01-14,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,163
2023-03-04,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO JOSÉ DOS CAMPOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,63
2023-05-17,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,MG,CONTAGEM,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,11
2023-04-17,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MS,PONTA PORÃ,WARNER BROS. (SOUTH) INC.,2
2023-04-25,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,ITANHAÉM,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,16
2023-06-28,THE FLASH,THE FLASH, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,107
2023-04-07,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,PA,ANANINDEUA,WARNER BROS. (SOUTH) INC.,6
2023-05-26,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,148
2023-05-10,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,140
2023-05-07,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,GO,GOIÂNIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,30
2023-04-14,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",BA,CAMAÇARI,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,48
2023-05-03,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SP,CARAGUATATUBA,WARNER BROS. (SOUTH) INC.,22
2023-04-17,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,CE,PACAJUS,WARNER BROS. (SOUTH) INC.,67
2023-03-03,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SE,NOSSA SENHORA DA GLÓRIA,WARNER BROS. (SOUTH) INC.,4
2023-04-27,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SC,FLORIANÓPOLIS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,4
2023-02-06,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,MG,BELO HORIZONTE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,14
2023-01-06,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,CANELA,WARNER BROS. (SOUTH) INC.,14
2023-05-01,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,ES,SERRA,SM DISTRIBUIDORA DE FILMES LTDA,40
2023-01-14,THE FABELMANS,OS FABELMANS, Estados Unidos,PB,JOÃO PESSOA,WARNER BROS. (SOUTH) INC.,3
2023-05-26,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,LENÇÓIS PAULISTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,28
2023-03-19,SCREAM VI,PÂNICO VI, Estados Unidos,RJ,BARRA MANSA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,20
2023-06-25,ELEMENTAL,ELEMENTOS, Estados Unidos,SP,FRANCA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,413
2023-02-09,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,AL,MACEIÓ,WARNER BROS. (SOUTH) INC.,99
2023-03-31,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",DF,BRASÍLIA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,57
2023-02-14,TITANIC,TITANIC 3D, Estados Unidos,SP,PRESIDENTE PRUDENTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,174
2023-01-28,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,SÃO GONÇALO,WARNER BROS. (SOUTH) INC.,88
2023-04-08,TÁR,TÁR, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,15
2023-05-10,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RN,NATAL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,110
2023-05-17,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,DIADEMA,WARNER BROS. (SOUTH) INC.,10
2023-01-24,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,55
2023-02-22,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,DF,BRASÍLIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,100
2023-06-05,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MG,UBERABA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,76
2023-05-15,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,DF,BRASÍLIA,WARNER BROS. (SOUTH) INC.,13
2023-01-26,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,DF,BRASÍLIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,68
2023-01-16,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,PORTO ALEGRE,WARNER BROS. (SOUTH) INC.,70
2023-01-05,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PR,LONDRINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,179
2023-03-12,MISSING,DESAPARECIDA, Estados Unidos,SP,TABOÃO DA SERRA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,14
2023-01-20,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,AP,MACAPÁ,WARNER BROS. (SOUTH) INC.,140
2023-06-06,THE BOOGEYMAN,BOOGEYMAN: SEU MEDO É REAL, Estados Unidos,SP,TAUBATÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,7
2023-05-02,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,PA,BELÉM,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,46
2023-05-17,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SANTOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,5
2023-02-17,ANDANÇA - OS ENCONTROS E AS MEMÓRIAS DE BETH CARVALHO,, Brasil,RJ,RIO DE JANEIRO,TV ZERO CINEMA LTDA,20
2023-05-20,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,ITATIBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,54
2023-03-02,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PR,SÃO JOSÉ DOS PINHAIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,16
2023-03-06,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18
2023-02-09,EVERYTHING EVERYWHERE ALL AT ONCE,TUDO EM TODO O LUGAR AO MESMO TEMPO, Estados Unidos,PA,BELÉM,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,579
2023-02-02,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,34
2023-06-14,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PA,PARAUAPEBAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,94
2023-04-17,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,41
2023-02-10,EVERYTHING EVERYWHERE ALL AT ONCE,TUDO EM TODO O LUGAR AO MESMO TEMPO, Estados Unidos,BA,SALVADOR,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,32
2023-06-24,THE FLASH,THE FLASH, Estados Unidos,MA,CAXIAS,WARNER BROS. (SOUTH) INC.,28
2023-03-09,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO JOÃO DA BOA VISTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,2
2023-03-29,TÁR,TÁR, Estados Unidos,AL,MACEIÓ,WARNER BROS. (SOUTH) INC.,20
2023-02-01,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,DF,BRASÍLIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,48
2023-03-02,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO VICENTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,123
2023-04-23,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SC,FLORIANÓPOLIS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,43
2023-04-21,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,NOVA IGUAÇU,WARNER BROS. (SOUTH) INC.,383
2023-02-06,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,MG,CONTAGEM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,17
2023-04-02,SCREAM VI,PÂNICO VI, Estados Unidos,PE,VITÓRIA DE SANTO ANTÃO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,7
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,TABOÃO DA SERRA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,93
2023-02-14,THE AMAZING MAURICE,O GRANDE MAURICINHO," Alemanha, Estados Unidos, Reino Unido",PB,CAMPINA GRANDE,WMIX DISTRIBUIDORA LTDA.,15
2023-02-08,THE AMAZING MAURICE,O GRANDE MAURICINHO," Alemanha, Estados Unidos, Reino Unido",MG,UBERLÂNDIA,WMIX DISTRIBUIDORA LTDA.,5
2023-01-23,THE FABELMANS,OS FABELMANS, Estados Unidos,RN,NATAL,WARNER BROS. (SOUTH) INC.,21
2023-03-19,SCREAM VI,PÂNICO VI, Estados Unidos,ES,SERRA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,62
2023-01-03,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MT,CUIABÁ,WARNER BROS. (SOUTH) INC.,186
2023-04-11,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,RN,NATAL,WARNER BROS. (SOUTH) INC.,10
2023-04-17,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,TO,PALMAS,WARNER BROS. (SOUTH) INC.,111
2023-04-29,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",MG,UBERABA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,68
2023-06-14,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MG,POUSO ALEGRE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,20
2023-01-22,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,117
2023-02-17,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,GO,GOIÂNIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,38
2023-04-27,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,SE,ITABAIANA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,14
2023-05-26,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,SOROCABA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,50
2023-01-29,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PE,RECIFE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,28
2023-01-08,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,ES,LINHARES,WARNER BROS. (SOUTH) INC.,13
2023-04-18,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,2
2023-05-16,NINGUÉM É DE NINGUÉM,, Brasil,BA,SALVADOR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,8
2023-02-20,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,BAURU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,217
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,TAUBATÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,20
2023-04-19,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",PI,TERESINA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,49
2023-05-03,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SC,LAGES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,82
2023-02-15,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,GO,RIO VERDE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,13
2023-05-22,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,ES,SERRA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,53
2023-03-19,SCREAM VI,PÂNICO VI, Estados Unidos,PR,CAMPO LARGO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,20
2023-03-31,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,SÃO PAULO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,36
2023-06-22,THE FLASH,THE FLASH, Estados Unidos,RJ,SÃO GONÇALO,WARNER BROS. (SOUTH) INC.,6
2023-06-19,THE FLASH,THE FLASH, Estados Unidos,RS,PORTO ALEGRE,WARNER BROS. (SOUTH) INC.,49
2023-02-21,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PR,CURITIBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,23
2023-02-06,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,CANOAS,WARNER BROS. (SOUTH) INC.,195
2023-03-21,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PR,LONDRINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,46
2023-03-25,SCREAM VI,PÂNICO VI, Estados Unidos,AM,MANAUS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,54
2023-05-06,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MA,IMPERATRIZ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,337
2023-04-01,SCREAM VI,PÂNICO VI, Estados Unidos,SP,BAURU,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,19
2023-05-08,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SUMARÉ,WARNER BROS. (SOUTH) INC.,34
2023-03-30,DEMON SLAYER: TO THE SWORDSMITH VILLAGE,DEMON SLAYER: TO THE SWORDSMITH VILLAGE, Japão,SP,GUARULHOS,CINECOLOR DO BRASIL LTDA,95
2023-03-15,SCREAM VI,PÂNICO VI, Estados Unidos,RJ,CABO FRIO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,38
2023-04-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MG,BELO HORIZONTE,WARNER BROS. (SOUTH) INC.,48
2023-02-04,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO JOSÉ DO RIO PARDO,WARNER BROS. (SOUTH) INC.,23
2023-02-07,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,4
2023-04-23,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,SP,BARUERI,WARNER BROS. (SOUTH) INC.,26
2023-02-19,MEU ÁLBUM DE AMORES,, Brasil,TO,PALMAS,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,6
2023-01-22,THE FABELMANS,OS FABELMANS, Estados Unidos,RS,PORTO ALEGRE,WARNER BROS. (SOUTH) INC.,54
2023-04-12,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,DF,BRASÍLIA,WARNER BROS. (SOUTH) INC.,146
2023-05-16,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SC,INDAIAL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,11
2023-06-28,ELEMENTAL,ELEMENTOS, Estados Unidos,PR,ARAPONGAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,2
2023-06-26,ELEMENTAL,ELEMENTOS, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,53
